Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1258,02-09-2025,03-09-2025,CUST589,Patrick Marsh,Corporate,PROD3418,Bookshelf,Furniture,North,Delaware,West Matthewborough,4,1525,15,5185,3527.21,1657.79,UPI,Delivered,Mason Group,jnguyen@camacho.com,2,Yes,46
ORD1259,24-10-2024,26-10-2024,CUST704,Stephanie Orozco,Corporate,PROD3805,Sugar,Grocery,North,New Hampshire,Mariahberg,4,1724,5,6551.2,4177.66,2373.54,UPI,Cancelled,Hendricks-Turner,cynthiajuarez@esparza.com,46,No,0
ORD1260,31-08-2025,01-09-2025,CUST692,Mark Richardson,Home Office,PROD4531,Mouse,Electronics,North,Illinois,North Reginald,1,4968,5,4719.6,4077.8,641.8,Credit Card,Returned,"Hammond, Huynh and Ray",nkeith@davis.biz,19,No,0
ORD1261,24-03-2025,29-03-2025,CUST810,Ryan Gardner,Corporate,PROD6945,Rice Bag,Grocery,West,Tennessee,Lake Jonathan,8,1059,15,7201.2,6418.96,782.24,UPI,Returned,Johnson-Clark,lisarhodes@brooks.info,43,No,0
ORD1262,14-01-2024,18-01-2024,CUST851,Lauren Duran,Home Office,PROD9426,Rice Bag,Grocery,East,New York,Brandyfurt,1,1241,5,1178.95,896.94,282.01,UPI,Pending,Lee-Hernandez,xthompson@martin.info,47,No,0
ORD1263,26-05-2025,27-05-2025,CUST952,Robert Martin,Consumer,PROD3518,Keyboard,Electronics,East,Hawaii,East Taylorton,4,4047,15,13759.8,9266.98,4492.82,UPI,Pending,Fry LLC,wilsoneugene@stout.net,9,Yes,42
ORD1264,20-02-2024,26-02-2024,CUST406,Alan Sanders,Consumer,PROD5982,File Folder,Office Supplies,East,Arkansas,Pughport,10,4550,0,45500,40549.1,4950.9,Credit Card,Cancelled,"Jackson, Cordova and Duarte",tmejia@bradford.com,13,No,0
ORD1265,01-11-2024,08-11-2024,CUST187,Michele Ball,Consumer,PROD7354,Monitor,Electronics,North,South Carolina,Timothyland,9,3820,0,34380,25262.41,9117.59,Credit Card,Cancelled,Joseph-Stanley,scott59@hill.com,33,No,0
ORD1266,06-04-2025,11-04-2025,CUST218,Arthur Palmer,Consumer,PROD4175,Rice Bag,Grocery,North,Utah,North Coreymouth,7,2806,0,19642,16948.46,2693.54,Credit Card,Delivered,"Carlson, Richards and Walters",willienelson@wells.org,15,No,0
ORD1267,28-10-2024,01-11-2024,CUST858,Mark Allison DVM,Corporate,PROD1268,Juice Pack,Grocery,West,Ohio,West Tarashire,10,4136,10,37224,32931.62,4292.38,Net Banking,Returned,"Mcgee, Wright and Bennett",lawrencelivingston@robbins.net,28,No,0
ORD1268,23-02-2025,24-02-2025,CUST984,Amber Anderson,Consumer,PROD5207,Dining Table,Furniture,South,Massachusetts,Dakotachester,8,1737,5,13201.2,11735.89,1465.31,UPI,Cancelled,Hernandez-Carlson,mistyfranklin@walker.info,13,No,0
ORD1269,29-01-2024,31-01-2024,CUST706,Tara Morales,Home Office,PROD5857,Rice Bag,Grocery,West,Louisiana,West Gina,3,2429,5,6922.65,4714.66,2207.99,Cash,Pending,Weeks-Johnson,michelle59@luna.com,25,No,0
ORD1270,24-05-2025,27-05-2025,CUST653,Heather Rivera,Corporate,PROD8625,Sofa,Furniture,North,Connecticut,Huntville,4,1828,15,6215.2,3943.42,2271.78,Cash,Cancelled,Garcia PLC,santanadonna@brock.biz,21,No,0
ORD1271,25-07-2025,29-07-2025,CUST286,Mary Brown,Corporate,PROD8757,Sofa,Furniture,West,Ohio,North Gabriela,8,3294,5,25034.4,15252.52,9781.88,Net Banking,Cancelled,Knapp Ltd,joshuapotter@robbins.com,5,Yes,21
ORD1272,07-03-2025,12-03-2025,CUST650,Olivia Sullivan,Home Office,PROD3721,Headphones,Electronics,East,South Carolina,Sarahburgh,4,4037,15,13725.8,9757.91,3967.89,Credit Card,Cancelled,Harrison-Ruiz,yramos@robinson-jones.com,37,No,0
ORD1273,19-03-2024,24-03-2024,CUST501,Danielle Ortiz,Corporate,PROD3725,Rice Bag,Grocery,South,Rhode Island,South Ericmouth,1,1515,15,1287.75,991.91,295.84,UPI,Cancelled,"Goodman, Reed and Hudson",wallacelisa@molina.org,34,No,0
ORD1274,05-12-2023,11-12-2023,CUST661,Angela Austin,Consumer,PROD7811,Calculator,Office Supplies,West,Connecticut,Simonland,3,2961,20,7106.4,5251.71,1854.69,Cash,Delivered,Gomez LLC,robertsbrad@sexton.com,50,No,0
ORD1275,24-01-2025,26-01-2025,CUST232,Kristen Maynard,Home Office,PROD5937,Monitor,Electronics,South,California,New Daniel,4,1506,0,6024,3777.87,2246.13,UPI,Returned,Gutierrez-Smith,bonnie65@diaz-cruz.com,28,No,0
ORD1276,15-12-2023,16-12-2023,CUST128,Mark Strong,Home Office,PROD5831,Juice Pack,Grocery,East,Nebraska,Clarkmouth,2,1526,20,2441.6,1732.12,709.48,Credit Card,Cancelled,Lloyd and Sons,salexander@mueller.com,0,Yes,27
ORD1277,16-07-2024,20-07-2024,CUST297,Kimberly Nash,Corporate,PROD8070,Mouse,Electronics,North,Texas,Peterside,7,2663,15,15844.85,11011.34,4833.51,Cash,Cancelled,"Campbell, Ruiz and Johnson",michaelallison@duncan.com,2,Yes,31
ORD1278,11-02-2025,16-02-2025,CUST542,Dorothy Campbell,Corporate,PROD7472,Office Chair,Furniture,South,Nebraska,Collinsbury,1,3507,15,2980.95,2435.34,545.61,UPI,Delivered,Rocha PLC,hesterjerry@martinez.com,23,No,0
ORD1279,17-10-2025,19-10-2025,CUST771,Kathleen Sanders,Consumer,PROD3703,Calculator,Office Supplies,North,Ohio,West Erikmouth,2,3587,0,7174,5019.2,2154.8,Net Banking,Returned,Williams-Carter,rebecca16@hines.com,29,No,0
ORD1280,03-07-2024,10-07-2024,CUST978,Melissa Smith,Corporate,PROD1889,Snacks,Grocery,South,New Mexico,South Michaelland,2,2298,20,3676.8,2409.63,1267.17,Net Banking,Cancelled,"West, Ochoa and Morris",matthewnichols@fitzpatrick.info,34,No,0
ORD1281,20-07-2025,24-07-2025,CUST182,Michelle Norton,Consumer,PROD6160,Calculator,Office Supplies,East,Oklahoma,Lake Carolynfort,5,3920,0,19600,17422.63,2177.37,Credit Card,Cancelled,Myers-Young,mark95@hunter-foley.com,30,No,0
ORD1282,08-06-2024,15-06-2024,CUST676,Rachel Lawson,Consumer,PROD3097,Sofa,Furniture,West,California,West Ryanstad,10,3350,20,26800,17909.54,8890.46,Cash,Pending,Mckinney-West,rnorman@elliott.com,40,No,0
ORD1283,04-03-2025,10-03-2025,CUST718,Joseph Morton,Corporate,PROD5261,Bookshelf,Furniture,East,Ohio,West Scottton,4,1976,15,6718.4,5144.78,1573.62,Cash,Returned,Martin Group,sherriwillis@anderson.com,25,No,0
ORD1284,27-06-2024,04-07-2024,CUST908,Edward Evans,Consumer,PROD7461,Sofa,Furniture,East,South Dakota,Wellston,3,3065,0,9195,5558.11,3636.89,Net Banking,Delivered,"Wilson, Anderson and Fisher",colleen52@ward.net,27,No,0
ORD1285,30-06-2024,01-07-2024,CUST192,Sophia Rogers,Home Office,PROD1623,Dining Table,Furniture,East,North Dakota,Morsehaven,4,2546,0,10184,8816.55,1367.45,Cash,Pending,"Collins, Gutierrez and Oliver",ryan00@garcia-rhodes.com,4,Yes,37
ORD1286,31-07-2024,04-08-2024,CUST866,Scott Rivera,Corporate,PROD7162,Mouse,Electronics,South,South Dakota,Bryanside,1,3317,15,2819.45,1917.74,901.71,UPI,Delivered,"Anderson, Kemp and Thomas",moorenancy@strong.com,38,No,0
ORD1287,29-05-2024,05-06-2024,CUST149,Jennifer Shepherd,Consumer,PROD1721,Monitor,Electronics,North,Nevada,North Christopher,7,512,5,3404.8,2409.86,994.94,Cash,Pending,Haas Ltd,hernandezbrittany@arellano-burnett.com,44,No,0
ORD1288,31-07-2024,01-08-2024,CUST238,David Nash,Home Office,PROD2505,Notebook,Office Supplies,South,Oklahoma,Knightside,10,3371,0,33710,29350.85,4359.15,Cash,Delivered,Lopez-Liu,james20@brown.org,37,No,0
ORD1289,13-07-2025,16-07-2025,CUST348,Steven Dudley,Home Office,PROD7289,Sofa,Furniture,North,Arizona,New Mason,5,1861,10,8374.5,5872.4,2502.1,Credit Card,Cancelled,Rocha-Johnson,lovegary@williams.com,24,No,0
ORD1290,05-11-2024,10-11-2024,CUST327,Elizabeth Murphy,Corporate,PROD9354,File Folder,Office Supplies,North,West Virginia,Hannaburgh,1,397,10,357.3,311.76,45.54,Net Banking,Delivered,Mccullough-Mitchell,danielphillips@gutierrez.com,46,No,0
ORD1291,02-10-2025,04-10-2025,CUST158,Tina Cruz,Consumer,PROD2315,Mouse,Electronics,South,California,Tinashire,7,4885,15,29065.75,18446.65,10619.1,Net Banking,Pending,Walker PLC,victoria73@perez.net,25,No,0
ORD1292,16-08-2025,17-08-2025,CUST824,Michael Ferguson,Consumer,PROD6495,Calculator,Office Supplies,South,New York,East Catherineview,1,3525,5,3348.75,2245.59,1103.16,Net Banking,Delivered,Weeks Inc,marcusbolton@duncan-richardson.net,31,No,0
ORD1293,19-09-2025,21-09-2025,CUST166,Brian Mcfarland,Home Office,PROD4058,Cooking Oil,Grocery,North,Oklahoma,Reynoldsmouth,3,240,15,612,425.58,186.42,UPI,Cancelled,Abbott-Clayton,combsapril@knight.com,17,No,0
ORD1294,18-06-2025,24-06-2025,CUST743,Alan Tate,Corporate,PROD8902,Sugar,Grocery,East,Rhode Island,New Shawna,6,2772,10,14968.8,9725.23,5243.57,UPI,Cancelled,"Warren, Cunningham and King",alexanderjackson@porter.org,7,Yes,45
ORD1295,27-10-2024,31-10-2024,CUST731,Brett Moss,Corporate,PROD3853,Juice Pack,Grocery,West,Texas,South Anthonyport,8,2375,5,18050,15780.7,2269.3,Credit Card,Delivered,"Skinner, Chen and Kirby",sarah62@hill.com,48,No,0
ORD1296,31-10-2023,04-11-2023,CUST141,Anthony Miller,Corporate,PROD5577,Sugar,Grocery,North,Indiana,Katherineberg,3,3152,20,7564.8,5689.44,1875.36,Net Banking,Cancelled,Miller and Sons,keith87@cook.biz,23,No,0
ORD1297,16-01-2024,23-01-2024,CUST821,Kristen Owen,Home Office,PROD3816,Bookshelf,Furniture,West,Florida,Staceyhaven,6,2744,10,14817.6,12171.72,2645.88,Credit Card,Delivered,Johnson Ltd,janeyang@simmons.com,49,No,0
ORD1298,15-07-2024,21-07-2024,CUST205,Debbie Hernandez,Consumer,PROD4991,Rice Bag,Grocery,East,Alabama,North Stevenfurt,4,2560,0,10240,6719.91,3520.09,UPI,Pending,Wright-Andrews,bradley02@clark.com,39,No,0
ORD1299,16-06-2024,17-06-2024,CUST403,Jessica Warren,Home Office,PROD9323,Stapler,Office Supplies,West,Alabama,Sloanfurt,8,4198,10,30225.6,21161.52,9064.08,Cash,Pending,Young Ltd,natalie63@perkins.org,13,No,0
ORD1300,01-01-2024,05-01-2024,CUST529,Terry Maddox,Consumer,PROD5655,Sofa,Furniture,North,North Dakota,West Kelly,1,2353,10,2117.7,1377,740.7,UPI,Cancelled,"Miller, Olson and Reid",ejohnston@long.net,3,Yes,31
ORD1301,29-06-2025,05-07-2025,CUST822,Mr. Samuel Moran,Consumer,PROD3962,Sofa,Furniture,South,Hawaii,Mooreberg,6,3990,5,22743,20468.59,2274.41,UPI,Pending,Fisher-Walters,kevingarcia@kent.com,35,No,0
ORD1302,07-07-2024,10-07-2024,CUST548,Ann Hopkins,Home Office,PROD2966,Monitor,Electronics,North,Georgia,East Anntown,7,3571,0,24997,16221.47,8775.53,Credit Card,Delivered,Harrell-Davis,jason63@saunders.biz,17,No,0
ORD1303,13-02-2024,17-02-2024,CUST433,Danielle Andersen,Home Office,PROD9811,Juice Pack,Grocery,North,Nevada,Munozport,1,2097,5,1992.15,1625.89,366.26,Cash,Returned,"Powell, Hatfield and Nguyen",basslauren@henry.com,37,No,0
ORD1304,28-10-2024,04-11-2024,CUST477,Lisa Briggs,Corporate,PROD8629,Calculator,Office Supplies,North,Pennsylvania,New Nathan,10,2063,20,16504,11659.16,4844.84,UPI,Returned,"Bradley, Clark and Richards",julierodriguez@lawrence.net,36,No,0
ORD1305,07-12-2024,09-12-2024,CUST691,April Duke,Corporate,PROD2401,Headphones,Electronics,North,California,Denisemouth,4,441,0,1764,1519.03,244.97,Cash,Returned,"Greer, Johnson and Allen",jasminejones@adams.biz,50,No,0
ORD1306,16-07-2025,18-07-2025,CUST791,Mary Hendrix,Consumer,PROD2639,Office Chair,Furniture,East,North Dakota,Port Allen,2,1930,0,3860,3246.88,613.12,Net Banking,Returned,Jones Ltd,juarezkathy@jordan-moses.biz,31,No,0
ORD1307,29-07-2024,31-07-2024,CUST734,Tracy Wise,Consumer,PROD4384,Office Chair,Furniture,East,Alabama,Charlesshire,9,3414,0,30726,20561.78,10164.22,UPI,Returned,Fuller and Sons,fpatterson@russell-romero.org,9,Yes,44
ORD1308,14-09-2024,17-09-2024,CUST361,Kyle Hill,Home Office,PROD3059,Sofa,Furniture,South,Delaware,New Dawn,2,885,15,1504.5,1064.73,439.77,Cash,Cancelled,"Buchanan, Mitchell and Wells",ramirezdana@chen-davidson.com,41,No,0
ORD1309,15-09-2024,21-09-2024,CUST233,Charles Long,Consumer,PROD6704,Sofa,Furniture,North,Maryland,Stephaniemouth,8,4520,10,32544,20304.69,12239.31,Credit Card,Cancelled,"Stevens, Thompson and Ruiz",sara59@fields.com,35,No,0
ORD1310,06-05-2025,12-05-2025,CUST410,George Garrison,Corporate,PROD4410,Office Chair,Furniture,West,Maryland,Robertberg,1,4145,15,3523.25,2393.35,1129.9,Credit Card,Returned,Reid-Barker,smithernest@nichols.com,20,No,0
ORD1311,13-04-2025,18-04-2025,CUST803,Cameron Hall,Home Office,PROD3052,Dining Table,Furniture,West,Tennessee,South Melissa,7,4175,5,27763.75,19646.37,8117.38,Cash,Delivered,Taylor-Hansen,michaeljohnson@fritz.com,6,Yes,42
ORD1312,05-12-2023,11-12-2023,CUST313,Jacob Higgins,Home Office,PROD3084,Office Chair,Furniture,South,North Carolina,West Traceyland,8,1281,10,9223.2,7817.65,1405.55,UPI,Delivered,"Thomas, Boyd and Reeves",goldenmichael@flowers.com,1,Yes,29
ORD1313,05-07-2025,09-07-2025,CUST772,Patrick Flores,Consumer,PROD3163,Cooking Oil,Grocery,North,Texas,North Timothy,1,3034,5,2882.3,2160.54,721.76,Cash,Cancelled,"Jarvis, Sandoval and Chavez",justinkennedy@thompson-parsons.com,30,No,0
ORD1314,26-09-2024,30-09-2024,CUST748,Paula Smith,Consumer,PROD7913,Calculator,Office Supplies,West,Montana,Port John,1,3743,5,3555.85,2955.04,600.81,Net Banking,Returned,"Malone, Mckee and Knight",michaeldavis@willis.biz,23,No,0
ORD1315,25-01-2024,31-01-2024,CUST986,Luis Blair,Consumer,PROD6614,Laptop,Electronics,South,Illinois,East Annland,7,4448,15,26465.6,20819.01,5646.59,UPI,Pending,Mosley-Wright,james88@chang-beck.biz,39,No,0
ORD1316,30-08-2025,03-09-2025,CUST567,Randy Fox,Home Office,PROD1430,Office Chair,Furniture,North,West Virginia,Timothyberg,2,3612,0,7224,4605.13,2618.87,UPI,Delivered,Watson-Campos,lestermaria@ellison.com,33,No,0
ORD1317,30-09-2024,04-10-2024,CUST573,Melissa Garcia,Home Office,PROD8035,Calculator,Office Supplies,South,Mississippi,North Brittany,6,4715,20,22632,14120.71,8511.29,Net Banking,Pending,Mckenzie Group,nsantos@davis.com,29,No,0
ORD1318,28-12-2024,02-01-2025,CUST624,Jeffrey Hoover,Corporate,PROD1717,Bookshelf,Furniture,South,Pennsylvania,South Leslie,4,4243,20,13577.6,10915.82,2661.78,Net Banking,Returned,Moss-Hester,vkelly@barnes.com,32,No,0
ORD1319,24-10-2023,31-10-2023,CUST720,Julie Vega,Corporate,PROD9405,Sugar,Grocery,East,New Hampshire,Port Joe,9,416,0,3744,3089.34,654.66,Net Banking,Delivered,Vazquez-Martin,gonzalesanna@miller.info,43,No,0
ORD1320,23-12-2023,28-12-2023,CUST611,Heather Henry,Corporate,PROD1650,Sugar,Grocery,East,Idaho,Port Margaretmouth,2,4950,10,8910,7085.72,1824.28,UPI,Cancelled,"Perez, Goodwin and Jennings",xgraham@nelson.com,8,Yes,21
ORD1321,05-12-2024,12-12-2024,CUST377,David Banks,Corporate,PROD5714,Monitor,Electronics,East,New Mexico,Smithmouth,10,4208,5,39976,25667.34,14308.66,Cash,Returned,Cox LLC,veronicasparks@miranda.net,17,No,0
ORD1322,12-09-2024,18-09-2024,CUST529,Jason Ferguson,Home Office,PROD1401,Juice Pack,Grocery,South,California,Lake Dustinshire,10,1073,10,9657,6757.48,2899.52,UPI,Delivered,Wells and Sons,jjones@fitzpatrick.biz,22,No,0
ORD1323,17-01-2024,18-01-2024,CUST735,Jay Allen,Home Office,PROD7283,Notebook,Office Supplies,North,Kentucky,East Eric,5,1929,20,7716,4898.6,2817.4,Credit Card,Cancelled,Ferguson Inc,margaretevans@mckee.net,45,No,0
ORD1324,12-03-2025,18-03-2025,CUST701,Mr. Mark Moore,Consumer,PROD9558,Keyboard,Electronics,South,Mississippi,East Matthewfort,7,307,5,2041.55,1686.62,354.93,Cash,Cancelled,Haynes-Jordan,youngwendy@garcia.com,26,No,0
ORD1325,12-04-2025,16-04-2025,CUST513,Brittany Allen,Home Office,PROD3318,Calculator,Office Supplies,West,Connecticut,New Brittanyborough,2,3861,10,6949.8,4586.64,2363.16,Credit Card,Pending,Smith-Campbell,christopher13@scott.com,26,No,0
ORD1326,31-03-2024,04-04-2024,CUST147,Maria Murray,Consumer,PROD8353,Mouse,Electronics,East,North Carolina,Johnsonmouth,4,3231,0,12924,8410.46,4513.54,Credit Card,Pending,Anderson-Leonard,asmith@ramirez-robinson.com,1,Yes,40
ORD1327,06-12-2023,09-12-2023,CUST184,Donna Johnson,Corporate,PROD4247,Headphones,Electronics,South,Nebraska,Gilbertbury,2,3636,0,7272,5882.1,1389.9,Credit Card,Cancelled,"Harvey, Sherman and Waters",jessica56@johnston.com,7,Yes,31
ORD1328,28-08-2025,29-08-2025,CUST994,Heather Joseph,Consumer,PROD5468,Monitor,Electronics,East,Montana,North Claireville,2,2849,0,5698,3668.83,2029.17,UPI,Pending,Jackson LLC,lisa09@rice.org,10,No,0
ORD1329,07-01-2025,14-01-2025,CUST315,Christine Sims,Consumer,PROD7773,Sugar,Grocery,South,Arkansas,Paynetown,6,4089,20,19627.2,14372,5255.2,Credit Card,Cancelled,"Mcdonald, Collins and Smith",jacksonangelica@gilbert.info,18,No,0
ORD1330,28-01-2024,30-01-2024,CUST231,Stacey Harris,Consumer,PROD4497,File Folder,Office Supplies,North,Mississippi,Jeffburgh,8,4407,0,35256,25434.37,9821.63,UPI,Returned,Holland LLC,claire84@english.com,19,No,0
ORD1331,01-09-2025,03-09-2025,CUST550,Megan Dean,Home Office,PROD7170,Stapler,Office Supplies,South,Nebraska,North Mariabury,5,587,20,2348,1634.28,713.72,UPI,Pending,"Jones, Drake and Crawford",woodkatherine@cook.com,9,Yes,33
ORD1332,05-10-2025,08-10-2025,CUST871,Jacob Byrd,Consumer,PROD6997,Laptop,Electronics,West,Delaware,Sanchezburgh,6,2789,0,16734,13838.32,2895.68,Credit Card,Cancelled,Chandler-Schultz,nwatson@floyd-greene.com,0,Yes,29
ORD1333,03-04-2025,09-04-2025,CUST339,Megan Thompson,Consumer,PROD8445,Pen,Office Supplies,East,New Mexico,Kimhaven,6,2776,15,14157.6,10936.02,3221.58,Cash,Returned,Macdonald-Smith,moodymary@davis.info,10,No,0
ORD1334,21-12-2023,25-12-2023,CUST994,Dawn Grant,Consumer,PROD3660,Laptop,Electronics,West,South Dakota,South Angela,5,772,15,3281,2113.79,1167.21,UPI,Returned,Carr-Gilbert,andrea72@williams.com,44,No,0
ORD1335,27-06-2025,03-07-2025,CUST709,Timothy Simon,Consumer,PROD1168,Rice Bag,Grocery,South,Montana,Port Melissaberg,3,1001,5,2852.85,1963.93,888.92,Credit Card,Returned,"Lopez, Faulkner and Anderson",michaelyork@wilson-marshall.com,4,Yes,42
ORD1336,02-03-2024,04-03-2024,CUST749,Eric Wood,Corporate,PROD5385,Stapler,Office Supplies,East,Michigan,North Rebekah,10,3615,5,34342.5,23787.97,10554.53,Net Banking,Cancelled,Hess LLC,marvin28@wong-green.com,22,No,0
ORD1337,12-10-2025,14-10-2025,CUST978,Richard Stephens,Home Office,PROD7037,Study Table,Furniture,West,Idaho,New Matthew,4,147,20,470.4,418.01,52.39,Credit Card,Pending,Obrien Ltd,josephcross@kent.com,13,No,0
ORD1338,12-02-2024,17-02-2024,CUST804,Andrew Ruiz,Corporate,PROD2193,Bookshelf,Furniture,West,Idaho,North Omar,2,295,15,501.5,418.84,82.66,UPI,Cancelled,"Roberts, Price and Case",erikahamilton@meyer.com,46,No,0
ORD1339,02-12-2023,08-12-2023,CUST668,Robert Gonzalez,Home Office,PROD6260,Cooking Oil,Grocery,South,Nebraska,Floresfort,5,1010,15,4292.5,2655.1,1637.4,Cash,Cancelled,Torres LLC,ujohnson@glass-williams.com,45,No,0
ORD1340,25-11-2023,01-12-2023,CUST622,William Cannon,Home Office,PROD4893,Sugar,Grocery,East,Mississippi,West Kimberlyview,4,3835,0,15340,12446.89,2893.11,Cash,Cancelled,"Moody, Martinez and Alexander",changmatthew@hughes.biz,11,No,0
ORD1341,16-02-2025,18-02-2025,CUST612,Cindy Morgan,Corporate,PROD2677,File Folder,Office Supplies,West,Delaware,South Catherine,4,3129,5,11890.2,9244.46,2645.74,Cash,Pending,Robertson-Robinson,dobrien@jenkins-ramos.info,22,No,0
ORD1342,15-01-2025,19-01-2025,CUST194,Dr. Kelly Elliott DVM,Home Office,PROD7858,Rice Bag,Grocery,East,Vermont,East Edwardview,5,1844,20,7376,5113.21,2262.79,UPI,Cancelled,"Hebert, Harris and Patterson",matthewbishop@fields-miles.biz,14,No,0
ORD1343,11-02-2025,12-02-2025,CUST486,Susan Owens,Corporate,PROD3613,Bookshelf,Furniture,North,North Dakota,Jacksonfort,9,3299,20,23752.8,17673.12,6079.68,UPI,Returned,"Davis, Sanchez and Hernandez",fbrown@adams.org,17,No,0
ORD1344,04-11-2024,10-11-2024,CUST824,Mia Manning,Consumer,PROD6157,Snacks,Grocery,South,Washington,Stacyfurt,1,350,5,332.5,220.26,112.24,Cash,Returned,Lawson Group,lori51@barrett.com,34,No,0
ORD1345,27-03-2025,01-04-2025,CUST548,Katherine Bartlett,Home Office,PROD3537,Bookshelf,Furniture,South,South Dakota,Wallsmouth,4,1728,15,5875.2,4729.9,1145.3,UPI,Returned,Adams-Scott,rickyberger@velazquez.com,19,No,0
ORD1346,16-06-2025,17-06-2025,CUST655,Alexis Miller,Home Office,PROD3885,Rice Bag,Grocery,South,Indiana,Carmenstad,9,4748,15,36322.2,31387.83,4934.37,UPI,Delivered,Jennings-Williams,brianwoods@davis.info,20,No,0
ORD1347,24-06-2025,29-06-2025,CUST226,Jonathan Carter,Home Office,PROD1857,Study Table,Furniture,South,Montana,Solomonmouth,5,1296,10,5832,4486.92,1345.08,Cash,Delivered,Boyd-Rowe,ustewart@woodward.com,9,Yes,42
ORD1348,11-08-2024,13-08-2024,CUST205,Jared Garrison,Consumer,PROD8507,Notebook,Office Supplies,East,Oklahoma,East Marc,1,2344,5,2226.8,1543.02,683.78,Credit Card,Returned,"Perez, Rojas and Thompson",jsingleton@keith-bartlett.com,18,No,0
ORD1349,11-10-2024,14-10-2024,CUST313,David Simpson,Home Office,PROD4638,Pen,Office Supplies,South,Indiana,East Shane,1,4771,5,4532.45,3732.04,800.41,Cash,Returned,Harris-Lopez,ismith@williams-lewis.com,49,No,0
ORD1350,04-08-2025,05-08-2025,CUST549,Eric Horton,Home Office,PROD8278,Keyboard,Electronics,North,West Virginia,Chapmanview,6,2329,0,13974,12247.38,1726.62,Cash,Cancelled,"Gill, Schroeder and Johnson",hunttracy@lucero.com,10,No,0
ORD1351,15-06-2024,17-06-2024,CUST558,Tina Cobb,Consumer,PROD5061,Keyboard,Electronics,South,Rhode Island,Reyesport,10,2775,5,26362.5,21411.68,4950.82,Cash,Cancelled,Cruz and Sons,christine09@taylor.org,49,No,0
ORD1352,21-07-2025,23-07-2025,CUST734,Donald Hamilton,Home Office,PROD7771,Monitor,Electronics,West,Iowa,North Anitaberg,3,393,20,943.2,583.66,359.54,Credit Card,Returned,Oliver Group,gillespiekenneth@johnson.com,41,No,0
ORD1353,06-01-2024,11-01-2024,CUST552,Samantha Taylor,Consumer,PROD1100,Notebook,Office Supplies,North,Wisconsin,New Joshua,8,3858,20,24691.2,20503.98,4187.22,Cash,Cancelled,Graves Inc,xanderson@wilson-palmer.com,9,Yes,27
ORD1354,13-02-2024,15-02-2024,CUST520,Cameron Fisher,Corporate,PROD7076,Rice Bag,Grocery,South,Kansas,South Benjamin,3,1466,5,4178.1,2922.25,1255.85,UPI,Delivered,Chase-Mcclain,schultzdiana@hodges.com,34,No,0
ORD1355,07-06-2024,10-06-2024,CUST140,Mike Woods,Home Office,PROD8532,Bookshelf,Furniture,South,Idaho,Lake Jimmy,4,4956,0,19824,13619.42,6204.58,Net Banking,Cancelled,Ortiz PLC,mendezlogan@johnson-matthews.com,29,No,0
ORD1356,01-01-2024,03-01-2024,CUST886,Ricky Andrews,Consumer,PROD1102,Pen,Office Supplies,North,Washington,Kevinstad,8,1596,5,12129.6,7483.8,4645.8,UPI,Cancelled,"Freeman, Cole and Ross",olivermatthew@brown.com,24,No,0
ORD1357,09-06-2024,10-06-2024,CUST185,Christian White,Corporate,PROD2784,File Folder,Office Supplies,South,Alabama,Pollardstad,8,4365,15,29682,17853.99,11828.01,UPI,Delivered,Scott-Kennedy,kristin03@bell.com,25,No,0
ORD1358,31-05-2024,05-06-2024,CUST153,Charles Williams,Corporate,PROD8997,Headphones,Electronics,East,Washington,Port Kaylamouth,4,2604,0,10416,6440.2,3975.8,Cash,Delivered,"Miller, Fleming and Henderson",pstephens@ochoa.com,11,No,0
ORD1359,05-04-2025,12-04-2025,CUST307,Sara May,Consumer,PROD8211,Bookshelf,Furniture,South,Wyoming,Port Brenda,7,3489,0,24423,20755.29,3667.71,UPI,Delivered,"Ray, Stanton and Mitchell",ericbates@ware.biz,3,Yes,22
ORD1360,24-04-2024,25-04-2024,CUST730,Lisa May,Home Office,PROD3306,Mouse,Electronics,West,Nebraska,Port Daniel,8,4815,0,38520,26124.15,12395.85,Credit Card,Pending,Cardenas-Ray,richardsonrobert@davis.com,38,No,0
ORD1361,18-11-2023,23-11-2023,CUST639,Michelle Sampson,Home Office,PROD1656,Monitor,Electronics,West,South Dakota,Wagnerchester,5,1945,0,9725,7523.12,2201.88,Cash,Pending,"Garcia, Reyes and Smith",anna73@gill.com,42,No,0
ORD1362,23-09-2025,28-09-2025,CUST928,Jennifer Cook,Home Office,PROD7212,Office Chair,Furniture,North,Illinois,Snyderborough,3,3112,15,7935.6,6145.71,1789.89,Credit Card,Pending,"Walters, Mcfarland and Ruiz",jonesmichelle@mendez-miller.net,26,No,0
ORD1363,02-08-2024,05-08-2024,CUST591,Nathan Owen,Home Office,PROD3140,Dining Table,Furniture,West,Delaware,Ericachester,8,2138,5,16248.8,13197.97,3050.83,Net Banking,Delivered,"Mclean, Mercer and Lyons",michellepowell@hoffman.info,34,No,0
